eval_id;objectives;is_valid;is_feasible;variables;constraints;evaluation_time;algorithm_time
102;[nan, nan, nan];False;False;[1.0, 4.879701510678398, 1.55650164972406, 0.0, 0.0, 1.1, 0.5, 0.5, 13648.678219819969, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.049666132147852725, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04228585582447412, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];54.66300679999949;5.556346899998971
103;[nan, nan, nan];False;False;[1.0, 4.878983584623748, 1.5566251041917627, 0.0, 0.0, 1.1, 0.5, 0.5, 13677.7519107336, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04961052476561643, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.042250850920172105, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];52.40341090000038;5.556346899998971
104;[nan, nan, nan];False;False;[1.0, 4.876034443496087, 1.5568571569696554, 0.0, 0.0, 1.1, 0.5, 0.5, 13638.555693051318, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.0495711422685061, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04205216852959214, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];43.397769200000766;5.556346899998971
105;[nan, nan, nan];False;False;[1.0, 4.904861036007355, 1.5557179125233676, 0.0, 0.0, 1.1, 0.5, 0.5, 13651.581268400992, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04989750494245867, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04247486980260672, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];50.45740570000089;5.556346899998971
106;[nan, nan, nan];False;False;[1.0, 4.881736277701488, 1.556545254348734, 0.0, 0.0, 1.1, 0.5, 0.5, 13691.730340333384, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04962053331629251, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04225679459036163, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];53.912205799999356;6.108765299999504
107;[nan, nan, nan];False;False;[1.0, 4.875116832547485, 1.5561587774356453, 0.0, 0.0, 1.1, 0.5, 0.5, 13656.416002366352, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04965455717050414, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.042262417581855366, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];55.79436960000021;6.108765299999504
108;[nan, nan, nan];False;False;[1.0, 4.8775373610549995, 1.5567454754643728, 0.0, 0.0, 1.1, 0.5, 0.5, 13644.192646433148, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04950591678521568, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04193314741096676, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];45.98083229999975;6.108765299999504
109;[nan, nan, nan];False;False;[1.0, 4.8818297784862015, 1.556658411576923, 0.0, 0.0, 1.1, 0.5, 0.5, 13624.76102756331, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.049552053851609136, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04225478807095259, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];53.98446300000069;6.108765299999504
110;[nan, nan, nan];False;False;[1.0, 4.876178848210184, 1.5568787939883557, 0.0, 0.0, 1.1, 0.5, 0.5, 13656.165015994591, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04959650078347316, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04199457440373125, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];45.613769100000354;6.108765299999504
111;[nan, nan, nan];False;False;[1.0, 4.882223020105426, 1.5572213828209607, 0.0, 0.0, 1.1, 0.5, 0.5, 13679.547465287455, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.049504292092572094, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.042061621734614835, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];53.028420700000424;5.70837709999978
112;[nan, nan, nan];False;False;[1.0, 4.874854152831492, 1.5568504565635555, 0.0, 0.0, 1.1, 0.5, 0.5, 13640.698304070957, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04958828014823891, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04195161222535662, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];45.7557394000014;5.70837709999978
113;[nan, nan, nan];False;False;[1.0, 4.878482001190865, 1.556402811888876, 0.0, 0.0, 1.1, 0.5, 0.5, 13685.301904165042, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04971286469100296, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04226108129741887, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];64.72727789999954;5.70837709999978
114;[nan, nan, nan];False;False;[1.0, 4.874378186636429, 1.5567605891528862, 0.0, 0.0, 1.1, 0.5, 0.5, 13656.483881567801, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.049564060684439776, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04207922067047504, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];59.046979900000224;5.70837709999978
115;[nan, nan, nan];False;False;[1.0, 4.875829450235823, 1.557137938260563, 0.0, 0.0, 1.1, 0.5, 0.5, 13686.863532193129, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04965405555657908, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04207655973497999, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];51.661735300000146;5.70837709999978
116;[nan, nan, nan];False;False;[1.0, 4.887829337698427, 1.5563435499082447, 0.0, 0.0, 1.1, 0.5, 0.5, 13664.725926501547, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04969298581937401, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04214510157961657, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];45.517592800000784;5.74000690000139
117;[nan, nan, nan];False;False;[1.0, 4.87703455803191, 1.5565625399652476, 0.0, 0.0, 1.1, 0.5, 0.5, 13646.486711357795, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.0495768579137679, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04193296183437774, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];39.12928369999827;5.74000690000139
118;[nan, nan, nan];False;False;[1.0, 4.877456762110453, 1.5564702501385117, 0.0, 0.0, 1.1, 0.5, 0.5, 13622.226025399943, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.049572227653813895, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.042027476790617455, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];46.75621130000036;5.74000690000139
119;[nan, nan, nan];False;False;[1.0, 4.937847002703892, 1.5570630271548704, 0.0, 0.0, 1.1, 0.5, 0.5, 13415.7125022462, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04984608224114337, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.043684268809260074, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];26.527113300000565;5.74000690000139
120;[nan, nan, nan];False;False;[1.0, 4.875626314966098, 1.5566328997138639, 0.0, 0.0, 1.1, 0.5, 0.5, 13640.21046109534, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04953507889403198, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04190234836158301, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];42.75605629999882;5.74000690000139
121;[nan, nan, nan];False;False;[1.0, 4.882315408312566, 1.5569809701730675, 0.0, 0.0, 1.1, 0.5, 0.5, 13630.907286852, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04969888929950635, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04213325487683008, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];50.65097809999861;5.830035900000439
122;[nan, nan, nan];False;False;[1.0, 4.877159963359672, 1.5573440357948072, 0.0, 0.0, 1.1, 0.5, 0.5, 13686.302372238812, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04964665417437064, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04211832371970644, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];51.16277319999972;5.830035900000439
123;[nan, nan, nan];False;False;[1.0, 4.885179578120699, 1.5567266581986727, 0.0, 0.0, 1.1, 0.5, 0.5, 13681.884823067465, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04962629062892712, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.042189820512363946, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];53.29606249999961;5.830035900000439
124;[nan, nan, nan];False;False;[1.0, 4.878633704537503, 1.557056489394776, 0.0, 0.0, 1.1, 0.5, 0.5, 13669.126938836262, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04961589469652386, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04225646297767814, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];46.81658189999871;5.830035900000439
125;[nan, nan, nan];False;False;[1.0, 4.897967232320461, 1.5591063390684936, 0.0, 0.0, 1.1, 0.5, 0.5, 13610.551184986618, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04990785675657777, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04262200448256725, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];46.465771200000745;5.830035900000439
126;[nan, nan, nan];False;False;[1.0, 4.869718795196166, 1.5567984022448251, 0.0, 0.0, 1.1, 0.5, 0.5, 13624.271984713707, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04962691242168246, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04213699764921203, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];46.18144460000076;6.0408546999988175
127;[nan, nan, nan];False;False;[1.0, 4.874887229900136, 1.5565792567946297, 0.0, 0.0, 1.1, 0.5, 0.5, 13643.392603745962, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04959188698649317, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.042004992723760765, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];59.18315910000092;6.0408546999988175
128;[nan, nan, nan];False;False;[1.0, 4.873850740446335, 1.556620492734334, 0.0, 0.0, 1.1, 0.5, 0.5, 13652.141646865804, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.0495798744587595, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.042123824112809946, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];57.6568769000005;6.0408546999988175
129;[nan, nan, nan];False;False;[1.0, 4.8838484182126205, 1.5566413629173357, 0.0, 0.0, 1.1, 0.5, 0.5, 13629.192295414205, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.049563081385561036, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0421389452264419, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];55.0288987999993;6.0408546999988175
130;[nan, nan, nan];False;False;[1.0, 4.873156059976681, 1.5572293184774633, 0.0, 0.0, 1.1, 0.5, 0.5, 13622.48256049125, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04957889841558957, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04215785334882798, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];51.13204930000029;6.0408546999988175
131;[nan, nan, nan];False;False;[1.0, 4.888536173869722, 1.5573946109834282, 0.0, 0.0, 1.1, 0.5, 0.5, 13650.055037622753, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.049529242505614225, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.042019081353023846, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];61.541953800000556;5.4030872000003
132;[nan, nan, nan];False;False;[1.0, 4.880450218018021, 1.5567194172877696, 0.0, 0.0, 1.1, 0.5, 0.5, 13614.547134686476, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04972349882441087, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04226510369993325, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];64.87432019999869;5.4030872000003
133;[nan, nan, nan];False;False;[1.0, 4.879531573837489, 1.5567237100026774, 0.0, 0.0, 1.1, 0.5, 0.5, 13655.292896939314, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04955807968435856, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04198138211546533, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];53.35283189999973;5.4030872000003
134;[nan, nan, nan];False;False;[1.0, 4.880375775167362, 1.5561962462160266, 0.0, 0.0, 1.1, 0.5, 0.5, 13636.326357525588, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04968778508810803, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04208680558200986, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];55.11997259999953;5.4030872000003
135;[nan, nan, nan];False;False;[1.0, 4.876615333740703, 1.556932641512895, 0.0, 0.0, 1.1, 0.5, 0.5, 13633.77299961859, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.049560142631355664, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04211033776985063, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];42.96818530000019;5.4030872000003
136;[nan, nan, nan];False;False;[1.0, 4.8695927443642155, 1.5568803349210765, 0.0, 0.0, 1.1, 0.5, 0.5, 13637.812764274177, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04959798243256514, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04232474766960981, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];42.501534600000014;5.568908000001102
137;[nan, nan, nan];False;False;[1.0, 4.8772766124258, 1.5566803719359918, 0.0, 0.0, 1.1, 0.5, 0.5, 13613.268057705216, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04963354711139852, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04220888903972435, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];44.054752399999416;5.568908000001102
138;[nan, nan, nan];False;False;[1.0, 4.867511695121654, 1.5594027426891726, 0.0, 0.0, 1.1, 0.5, 0.5, 13580.009663281337, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.05000850818149255, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04298783032672219, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];48.63850199999979;5.568908000001102
139;[nan, nan, nan];False;False;[1.0, 4.890287277133891, 1.5570689375425766, 0.0, 0.0, 1.1, 0.5, 0.5, 13621.131557523922, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04962298383276939, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04208476941227325, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];42.900932399999874;5.568908000001102
140;[nan, nan, nan];False;False;[1.0, 4.880754751742425, 1.556385018463483, 0.0, 0.0, 1.1, 0.5, 0.5, 13661.724990113551, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.049613577520091906, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04205771480310694, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];53.041351300000315;5.568908000001102
141;[nan, nan, nan];False;False;[1.0, 4.884038418370781, 1.5562950914258198, 0.0, 0.0, 1.1, 0.5, 0.5, 13647.014848937124, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04967264640819478, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04245285095831097, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];44.59314629999972;5.545156799998949
142;[nan, nan, nan];False;False;[1.0, 4.897260277554716, 1.5561564973388549, 0.0, 0.0, 1.1, 0.5, 0.5, 13593.902831998092, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04978727544156145, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04219261299698666, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];54.38241549999839;5.545156799998949
143;[nan, nan, nan];False;False;[1.0, 4.879508916873899, 1.5569139003537067, 0.0, 0.0, 1.1, 0.5, 0.5, 13626.385287176572, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04957030566698145, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.042007370805096755, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];57.069760600001246;5.545156799998949
144;[nan, nan, nan];False;False;[1.0, 4.878084492579384, 1.5571146845151675, 0.0, 0.0, 1.1, 0.5, 0.5, 13653.101417663887, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04962516508601284, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.042172774568186654, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];59.484514200001286;5.545156799998949
145;[nan, nan, nan];False;False;[1.0, 4.876683981652777, 1.5569809400173842, 0.0, 0.0, 1.1, 0.5, 0.5, 13661.664526099617, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04960680128073463, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0420645131150087, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];44.59973639999953;5.545156799998949
