eval_id;objectives;objectives_maxspace;is_valid;is_feasible;variables;constraints_raw;cv;evaluation_time;algorithm_time;workdir
78;[nan, nan, nan];;False;False;[1.0, 7.25, 1.7953489046594975, 0.0, 1.0, 15.254382572483278, 0.5140124364672052, 0.5, 3572.5723489306547, 1641.2233666301522, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06397410983423236, 0.3364233306418175, 0.0, 0.049392018220946, 0.9232721183204097, 0.0, 0.05, 0.5, 0.5, 0.06845940544468387, 0.8804064600968653, 0.0, 0.09582774590569831, 0.8075605779975538, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 1.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;17.087845199974254;68.4025188999949;
79;[12.606963858327012, 2287.4708298408436, 108.65866993733103];[-12.606963858327012, -2287.4708298408436, -108.65866993733103];True;True;[1.0, 4.595266890266764, 1.788880244262526, 0.0, 0.0, 15.326670809770965, 0.5, 0.5, 17920.56456145963, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.08765880774254949, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04773769092917639, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.39939507508994776, -0.3390857933029445, -2.0744341306010625, -0.06267498557886997, -0.4, -6.432254417852631, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.18166576254914307];0.0;4.862206000019796;68.4025188999949;
80;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 15.331119215956095, 0.5140124364672052, 0.5, 14667.328272604445, 1128.04233900634, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.09435906345260978, 0.3364233306418175, 0.0, 0.05117682201328973, 0.9229375040663648, 0.0, 0.05, 0.5, 0.5, 0.045758768002177534, 0.8804064600968653, 0.0, 0.09582774590569831, 0.8075605779975538, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 1.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;47.01274190004915;68.4025188999949;
81;[nan, nan, nan];;False;False;[1.0, 12.499985468080324, 1.8, 0.0, 1.0, 24.02000323720715, 0.6852131472979992, 0.5, 17564.416878199274, 3553.1269634326604, 10500.0, 0.0, 3.0, 1.0, 0.03342415200000068, 0.06307873663940018, 0.3178269806327151, 0.0, 0.02682413062929332, 0.3525736532589304, 0.0, 0.05, 0.5, 0.5, 0.08981960339359132, 0.7819540367521985, 0.0, 0.023021417640399416, 0.10476164165402127, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;54.965483099920675;24.330688799964264;
82;[10.448966692767058, 2952.7491876570093, 107.80718127496478];[-10.448966692767058, -2952.7491876570093, -107.80718127496478];True;True;[1.0, 7.25, 1.4555521646490321, 0.0, 0.0, 16.109712829893333, 0.5, 0.5, 18198.396188009334, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.08271262169396361, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.07325709431064911, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.24116176843254866, -0.06442148965950345, -1.1251929388202129, -0.08232270546523945, -0.4, -3.9322325773341387, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.2166054190178407];0.0;6.1813107000198215;24.330688799964264;
83;[nan, nan, nan];;False;False;[1.0, 7.25, 1.7988395895589449, 0.0, 1.0, 11.130208014078235, 0.4993281842577302, 0.5, 2235.988064763668, 1128.04233900634, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06442607301846089, 0.0, 0.0, 0.05002707842050663, 0.9232721183204097, 0.0, 0.05, 0.5, 0.5, 0.06829292484797127, 0.8804064600968653, 0.0, 0.09582774590569831, 0.8075605779975538, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;78.0839857000392;24.330688799964264;
84;[nan, nan, nan];;False;False;[1.0, 7.25, 1.796546472346086, 0.0, 0.0, 10.307343197684348, 0.5, 0.5, 14816.699837444401, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.0643440902656714, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.06845940544468387, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;62.032662700046785;24.330688799964264;
85;[10.505361885398008, 2933.0914624107145, 107.82970801090991];[-10.505361885398008, -2933.0914624107145, -107.82970801090991];True;True;[1.0, 7.278371974484622, 1.4615749393926263, 0.0, 0.0, 16.128933028482894, 0.5, 0.5, 3767.324713026416, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06309434053788068, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0772681482108244, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.2571504837773686, -0.07450076838916209, -1.1003055775306763, -0.07173012398838075, -0.4, -3.9646896688133886, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.21551996332786483];0.0;6.148663500091061;24.330688799964264;
86;[11.636818267562914, 2425.305438321333, 108.18221631753605];[-11.636818267562914, -2425.305438321333, -108.18221631753605];True;False;[1.0, 4.86994462212522, 1.8, 0.0, 0.0, 21.979631007846233, 0.5, 0.5, 15229.420342143225, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.0841362373157327, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.027345451069340023, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 1.0, 0.0, 0.026650087233972726, 0.01, 0.0, 0.0, 0.0];[-0.4105900885089673, -0.32523430319110336, 7.13230477045019, -0.08267964412248507, -0.4, -2.789093884529871, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.4875989746503806];7.13230477045019;7.028257300029509;65.72612160001881;
87;[26.729509813585604, 1140.6869698626645, 118.63184032989113];[-26.729509813585604, -1140.6869698626645, -118.63184032989113];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 15.465082025960664, 0.5, 0.5, 10268.997658355232, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.05007139180920709, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04139883102469068, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.3656026225680842, -1.466622062563938, -2.04256949699783, 0.7017058843294297, -0.4, 0.4650820259606636, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.030453336401206732];1.5628438692593842;20.196150799980387;65.72612160001881;
88;[28.030866093812882, 1127.7999249709208, 118.45758646720236];[-28.030866093812882, -1127.7999249709208, -118.45758646720236];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 11.195007539901747, 0.5, 0.5, 3902.0817086616257, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06436363337246691, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.06845940544468387, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.4591286000016277, -1.4425297957296868, -6.74517559113176, 0.6043021579010126, -0.4, -3.804992460098253, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.020449327477181534];1.0838800853798218;28.957225800026208;65.72612160001881;
89;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 19.02869602457004, 0.5140124364672052, 0.5, 3572.5723489306547, 11071.499675724212, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06436363337246691, 0.3364233306418175, 0.0, 0.0798088294330552, 0.93575054987339, 0.0, 0.05, 0.5, 0.5, 0.04275371477648801, 0.899724409836421, 0.0, 0.05023546456377645, 0.8075605779975538, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 1.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;60.08753609994892;65.72612160001881;
90;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 15.349635427981584, 0.5000586216962036, 0.5, 14778.858067360965, 10380.281141772793, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.08465985892553848, 0.0, 0.0, 0.08059467512616983, 0.5, 0.0, 0.05, 0.5, 0.5, 0.06813068147582575, 0.0, 0.0, 0.05049879438141911, 0.5004947004273779, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;57.80158719990868;65.72612160001881;
91;[13.624641991709707, 2208.4160843848676, 108.47029370078273];[-13.624641991709707, -2208.4160843848676, -108.47029370078273];True;False;[1.0, 4.013288661725945, 1.671932710067964, 0.0, 0.0, 17.230802360293765, 0.5, 0.5, 4717.260170495298, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04108304451566333, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.052954442713159605, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.41346460363007065, -0.3988017155594834, 0.33428050623101413, 0.0, -0.4, -4.694081432503744, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.17273776223052167];0.33428050623101413;6.601780800032429;80.17897759994958;
92;[11.797275576807676, 2393.730799623466, 108.42662578177023];[-11.797275576807676, -2393.730799623466, -108.42662578177023];True;False;[1.0, 4.59805518500087, 1.8, 0.0, 0.0, 24.40277749796728, 0.5, 0.5, 4952.302203492055, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.02512747751984319, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.07032971549717976, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.42541548317582567, -0.3562692096119102, 11.026273762620455, 0.0, -0.4, -1.4429013900181786, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.17931325235823142];11.026273762620455;6.053587700007483;80.17897759994958;
93;[11.711438669757788, 2462.0772021811827, 108.37030338778618];[-11.711438669757788, -2462.0772021811827, -108.37030338778618];True;False;[1.0, 4.4662093613010825, 1.7188643566153263, 0.0, 0.0, 24.36563772175178, 0.5, 0.5, 9616.738479510532, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.05796160401593027, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.09321823235418242, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.35990472592344336, -0.3233537761398071, 10.946457791444125, -1.1102230246251565e-16, -0.4, -0.8245721205534924, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.18367427068678605];10.946457791444125;6.058833799907006;80.17897759994958;
94;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 11.195007539901747, 0.5, 0.5, 17766.63003217081, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06436363337246691, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04777438776112109, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;38.51700410002377;80.17897759994958;
95;[25.46316452370502, 1222.8772372973917, 117.86301198530515];[-25.46316452370502, -1222.8772372973917, -117.86301198530515];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 16.12059087846291, 0.5, 0.5, 17892.749313791497, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.0974719637385216, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.08419606986370438, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.5029994386547791, -1.4312286793973206, -1.2458391936712516, 0.6586027244557184, -0.4, 1.1205908784629095, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.015885555533395657];2.2980785971068025;7.183736099977978;80.17897759994958;
96;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 11.242257625774293, 0.5, 0.5, 18102.048020626597, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.08332923189506047, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.07782310091020642, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;35.29553330002818;43.13492250000127;
97;[nan, nan, nan];;False;False;[1.0, 3.3229116772912333, 1.781563103689654, 0.0, 0.0, 39.80668315390573, 0.5, 0.5, 12957.684028160478, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.05251687063410382, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.02845719578347396, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;18.04791599989403;43.13492250000127;
98;[11.841778428847132, 2868.7918625910224, 108.75457277805509];[-11.841778428847132, -2868.7918625910224, -108.75457277805509];True;False;[1.0, 7.25, 1.3808693113964776, 0.0, 0.0, 11.195007539901747, 0.5, 0.5, 5003.549992201573, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04110727552872138, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0670037096171646, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.21817888983444345, -0.047985927166895426, -6.702103581207714, 2.220446049250313e-16, -0.4, -6.89278272208092, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.21837575256676917];2.220446049250313e-16;7.32568899996113;43.13492250000127;
99;[13.943047585609877, 2175.0365092270918, 108.6845318476323];[-13.943047585609877, -2175.0365092270918, -108.6845318476323];True;True;[1.0, 4.0046093704889545, 1.6704522845798078, 0.0, 0.0, 15.47515893659297, 0.5, 0.5, 10268.997658355232, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.05008248840515156, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04139883102469068, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.414268640199146, -0.4001369082039541, -1.8945958490388222, 0.0, -0.4, -5.735946737631208, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.1725362723313234];0.0;7.104017100064084;43.13492250000127;
100;[10.132969897988673, 3350.632253655951, 111.9729190330968];[-10.132969897988673, -3350.632253655951, -111.9729190330968];True;False;[1.0, 7.25, 1.4500000000000002, 0.0, 1.0, 11.195007539901747, 0.5140124364672052, 0.5, 3572.5723489306547, 10553.980043988353, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06436363337246691, 0.3364233306418175, 0.0, 0.0798088294330552, 0.9232721183204097, 0.0, 0.05, 0.5, 0.5, 0.06845940544468387, 0.9033854362893197, 0.0, 0.09582774590569831, 0.8075605779975538, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 1.0];[0.3352530528779756, 0.05569350993643729, -6.331355174209685, -0.34154257168986946, -0.38598756353279484, -12.298195264378423, -12.142393470071244, -14.0, -0.6635766693581825, -0.07672788167959033, 0.0, -0.09661456371068033, -0.19243942200244624, 0.0, -0.2268300311413045];0.39094656281441287;14.90476269996725;43.13492250000127;
101;[17.151380575668387, 1852.096146969193, 108.1522312347962];[-17.151380575668387, -1852.096146969193, -108.1522312347962];True;False;[1.0, 2.0, 1.8, 0.0, 0.0, 22.280748384617546, 0.5, 0.5, 15150.100536266305, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.016928279517167025, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.03930059492087316, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.43356065634062, -0.6675738584456035, 7.60163900219009, 2.220446049250313e-16, -0.4, -2.6218064529902527, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.12501279567890455];7.60163900219009;7.460290299961343;66.88421460008249;
102;[13.959587794693693, 2173.2199011878756, 108.6854472169928];[-13.959587794693693, -2173.2199011878756, -108.6854472169928];True;True;[1.0, 4.000024508273593, 1.6704522845798078, 0.0, 0.0, 15.46079466373996, 0.5, 0.5, 15160.930279688018, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04926633992307564, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04139883102469068, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.4148792714966092, -0.40096443765752365, -1.9122147484942413, 0.0, -0.4, -5.7445457697529925, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.17241215392367654];0.0;6.857783299987204;66.88421460008249;
103;[14.878901100903558, 2098.732487781222, 109.45804520682856];[-14.878901100903558, -2098.732487781222, -109.45804520682856];True;True;[1.0, 3.9787956075255364, 1.6704522845798078, 0.0, 0.0, 11.209398527012667, 0.5, 0.5, 10268.997658355232, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.05014221502775367, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04139883102469068, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.4002790146258475, -0.39341056189646295, -6.68626647933776, -9.992007221626409e-16, -0.4, -8.28960268396273, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.17347090743923543];0.0;25.102648499887437;66.88421460008249;
104;[26.25123560937872, 1174.3971328936154, 118.28319156671107];[-26.25123560937872, -1174.3971328936154, -118.28319156671107];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 15.326670809770965, 0.5, 0.5, 17920.56456145963, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.08765880774254949, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04773769092917639, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.43245884433425186, -1.449399917674134, -2.208259833724952, 0.6755639415485319, -0.4, 0.32667080977096496, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.023263391788532428];1.457956987442281;7.660670200013556;66.88421460008249;
105;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 11.195007539901747, 0.5, 0.5, 17957.048163952968, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06436363337246691, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0769168029534325, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;30.83494830003474;66.88421460008249;
106;[28.030866027457684, 1127.7999245084459, 118.45758652516697];[-28.030866027457684, -1127.7999245084459, -118.45758652516697];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 11.195007539901747, 0.5, 0.5, 15049.222514978132, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06436363337246691, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.06845940544468387, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.45912859909397596, -1.4425297959634926, -6.745175591131693, 0.604302163170491, -0.4, -3.804992460098253, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.020449327572435005];1.083880089836902;31.761176600004546;11.963661099900492;
107;[25.90444542144833, 1365.1620704201669, 117.22640175630605];[-25.90444542144833, -1365.1620704201669, -117.22640175630605];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 11.370793158130867, 0.5140124364672052, 0.5, 3572.5723489306547, 1128.04233900634, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06557784018280281, 0.3364233306418175, 0.0, 0.04986141743288304, 0.9232721183204097, 0.0, 0.05, 0.5, 0.5, 0.06828095178517281, 0.8804064600968653, 0.0, 0.09543224481642608, 0.8075605779975538, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 1.0];[1.1925195133601072, -1.3558667045784316, -6.064613122149215, 0.5465577395369725, -0.38598756353279484, -11.721153056925452, -11.532075648682591, -14.0, -0.6635766693581825, -0.07672788167959033, 0.0, -0.1195935399031347, -0.19243942200244624, 0.0, -0.0012625512209699652];1.7390772528970797;29.058090699953027;11.963661099900492;
108;[26.35343765775409, 1167.066296768101, 118.35804732480867];[-26.35343765775409, -1167.066296768101, -118.35804732480867];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 15.349635427981584, 0.5, 0.5, 14778.858067360965, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.08465985892553848, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.04136763706467636, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.41816919868203506, -1.453080926581685, -2.180830471994941, 0.6810580280990102, -0.4, 0.34963542798158365, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.024783723470786057];1.4736463782334148;17.148001600056887;11.963661099900492;
109;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 16.109712829893333, 0.5, 0.5, 18297.49428509796, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06438529424979193, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.07325709431064911, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;40.93508060008753;11.963661099900492;
110;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 16.97401495628136, 0.5, 0.5, 17920.56456145963, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.08765880774254949, 0.3308865454530315, 0.0, 0.05, 0.503239612020862, 0.0, 0.05, 0.5, 0.5, 0.04773769092917639, 0.022235359381764408, 0.0, 0.05, 0.5018521454924261, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;60.005233399919234;11.963661099900492;
111;[13.57799564326459, 2146.3818665537824, 108.220661956286];[-13.57799564326459, -2146.3818665537824, -108.220661956286];True;False;[1.0, 3.628004632251896, 1.8, 0.0, 0.0, 21.685849536990197, 0.5, 0.5, 16142.843075012048, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.03817899393153337, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.030305422310030628, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.46193095958286, -0.46781601650469984, 6.6813423003048165, 0.0, -0.4, -2.9523058127832247, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.16204554043279296];6.6813423003048165;5.101635199971497;86.00882690004073;
112;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 11.195007539901747, 0.5, 0.5, 15248.604740911538, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.08386781260685433, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.02797402576768786, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;41.79445140005555;86.00882690004073;
