eval_id;objectives;objectives_maxspace;is_valid;is_feasible;variables;constraints_raw;cv;evaluation_time;algorithm_time;workdir
64;[11.191984673967452, 2756.2864187121622, 108.26696189144866];[-11.191984673967452, -2756.2864187121622, -108.26696189144866];True;True;[1.0, 7.25, 1.5075853044219754, 0.0, 0.0, 14.186848717808438, 0.5, 0.5, 14314.691506644542, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.0268526736784043, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.031339851223398406, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.34394479388859533, -0.1379238941059926, -3.4409370820732263, -0.036546722409037, -0.4, -5.589687577746833, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.20840799030389257];0.0;5.94163200003095;54.93361479998566;
65;[11.897901022754487, 3114.4277080253005, 109.44172777656934];[-11.897901022754487, -3114.4277080253005, -109.44172777656934];True;False;[1.0, 7.263632026263702, 1.4500000000000002, 0.0, 1.0, 7.493233860819695, 0.3740023362566057, 0.5, 19616.14718617312, 4903.202763513221, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.03525740970230663, 0.3650603576263509, 0.0, 0.033622560215169406, 0.841291188528682, 0.0, 0.05, 0.5, 0.5, 0.09713623316921463, 0.7017695997915916, 0.0, 0.016188224590649874, 0.021530999108146598, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.27096146442897506, 0.014269588059933724, -10.003885996928155, -0.279434345043552, -0.5259976637433943, -12.05896738284271, -13.242879912288949, -14.0, -0.6349396423736491, -0.158708811471318, 0.0, -0.2982304002084084, -0.9784690008918534, 0.0, -0.22262952284316678];0.2852310524889088;32.13681020005606;54.93361479998566;
66;[nan, nan, nan];;False;False;[1.0, 6.827536476164548, 1.8, 0.0, 0.0, 60.0, 0.5, 0.5, 20000.0, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.1, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.1, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;38.02939779998269;32.835869499947876;
67;[11.820865204833117, 2760.301332255466, 108.83037614757924];[-11.820865204833117, -2760.301332255466, -108.83037614757924];True;True;[1.0, 7.2499851427779864, 1.4500000000000002, 0.0, 0.0, 11.004406130055179, 0.5, 0.5, 15762.262412171069, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.020979489391544228, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.05444336461975588, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.2879979892553175, -0.09791580751445483, -6.892798931988443, -0.017706840835964965, -0.4, -7.410754393065395, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.21292782814989097];0.0;7.9538694999646395;32.835869499947876;
68;[11.770299242344446, 2767.2662081698063, 108.75277004562938];[-11.770299242344446, -2767.2662081698063, -108.75277004562938];True;True;[1.0, 7.2499998671484045, 1.4500000000000002, 0.0, 0.0, 11.040071065147158, 0.5, 0.5, 14664.196522630014, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.026899363101904744, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.05444336461975588, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.2839186603451962, -0.09499789074447973, -6.8568731472067945, -0.024660861967451986, -0.4, -7.386157886105409, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.21325200444309278];0.0;6.9871437000110745;32.835869499947876;
69;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 11.006286697977837, 0.4991470046578387, 0.5, 19587.569931302187, 4682.862796824061, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.0353583452893885, 0.3650603576263509, 0.0, 0.03343183675049997, 0.5007848613229016, 0.0, 0.05, 0.5, 0.5, 0.051733184139241266, 0.7017695997915916, 0.0, 0.016408598409203234, 0.017673977250120126, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;58.70835369999986;32.835869499947876;
70;[nan, nan, nan];;False;False;[1.0, 3.729177699321715, 1.7069488407043445, 0.0, 0.0, 39.96844392596893, 0.5, 0.5, 20000.0, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.1, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.1, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 1.0, 0.0, 0.028113632903164147, 0.22730691317724666, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;26.476720400038175;32.835869499947876;
71;[nan, nan, nan];;False;False;[1.0, 6.013550403837031, 1.8, 0.0, 0.0, 28.894986764261244, 0.5, 0.5, 6037.682627942202, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.058528592226502835, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.026183823023573874, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;51.630260000005364;64.19029509997927;
72;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 10.791454584030017, 0.5, 0.5, 14707.29155329606, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.09645575977718279, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.054572554539444235, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;30.525662899948657;64.19029509997927;
73;[27.434874094921177, 1111.3312697429997, 118.85586308537688];[-27.434874094921177, -1111.3312697429997, -118.85586308537688];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 14.26785219069085, 0.5, 0.5, 8053.615115309312, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.053192453951017585, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.015719466719728774, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.3385801166676723, -1.4735830528743061, -3.4464353473381593, 0.6955216942391604, -0.4, -0.7321478093091507, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0334158125961157];1.0675176235029484;10.124092200072482;64.19029509997927;
74;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 10.721283768934985, 0.5, 0.5, 15043.982982381203, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.04655271579992481, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.09421734269968994, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;42.903484100010246;64.19029509997927;
75;[24.46108150879658, 1520.8890853386915, 117.275558013051];[-24.46108150879658, -1520.8890853386915, -117.275558013051];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 2.0, 14.884164388534776, 0.4975095491586544, 0.5900900388177015, 14314.691506644542, 10500.0, 19390.206298611774, 0.0, 3.0, 0.0, 0.025, 0.0268526736784043, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.32509135071210626, 0.031339851223398406, 0.0, 0.0, 0.052306714705859236, 0.018611933405831477, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[1.6760104647329497, -1.3408624960181919, -1.3953428200884108, 0.6318744717840745, -0.4024904508413456, -12.540152674966777, -12.540152674966777, -12.540152674966777, -1.0, 0.0, -0.17490864928789374, -1.0, -0.48138806659416855, 0.0, 0.005662991177412646];2.3135479276944366;49.75705520005431;64.19029509997927;
76;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 2.0, 13.479329639224122, 0.49828854846968673, 0.5, 19959.163582688005, 10453.077912712326, 10418.610462819957, 0.0, 3.0, 0.0, 0.025, 0.053192453951017585, 0.0, 0.32917842571991607, 0.05015229820229061, 0.33467990758351307, 0.5, 0.05, 0.5, 0.5, 0.015719466719728774, 0.0, 0.0, 0.05, 0.33608550012269256, 0.5, 0.05, 0.5, 0.18595490870862158, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;104.5848537000129;44.08649729995523;
77;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 10.994054876455564, 0.43393398084970336, 0.5, 19830.51162654002, 4903.202763513221, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.035081361951321714, 0.3641587822540591, 0.0, 0.033569150780858335, 0.49250054850997027, 0.0, 0.05, 0.5, 0.5, 0.0970034684477072, 0.0, 0.0, 0.04979543904621919, 0.021530999108146598, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;64.67662289994769;44.08649729995523;
78;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 14.186848717808438, 0.5, 0.5, 19619.296572303243, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.0268526736784043, 0.0, 0.0, 0.031981990040602155, 0.8408617304151307, 0.0, 0.05, 0.5, 0.5, 0.03262831194158821, 0.0, 0.0, 0.050759224290513286, 0.5, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;90.6699876000639;44.08649729995523;
79;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 14.167357092598547, 0.43393398084970336, 0.5, 19587.569931302187, 10087.783009770435, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.035081361951321714, 0.0, 0.0, 0.033569150780858335, 0.841291188528682, 0.0, 0.05, 0.5, 0.5, 0.028681268411783742, 0.6980441241973607, 0.0, 0.051007008427116175, 0.021530999108146598, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;73.39277869998477;44.08649729995523;
80;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 7.361945381315412, 0.43393398084970336, 0.5, 19587.569931302187, 4898.806223150382, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.035081361951321714, 0.3650603576263509, 0.0, 0.033486106225487755, 0.841291188528682, 0.0, 0.05, 0.5, 0.5, 0.0964707207741776, 0.7017695997915916, 0.0, 0.06318311644509744, 0.021530999108146598, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 1.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;66.02325680002104;44.08649729995523;
81;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 2.0, 13.479329639224122, 0.49828854846968673, 0.5, 19959.163582688005, 10453.077912712326, 10418.610462819957, 0.0, 3.0, 0.0, 0.025, 0.053192453951017585, 0.0, 0.32917842571991607, 0.05015229820229061, 0.33467990758351307, 0.5, 0.05, 0.5, 0.5, 0.015719466719728774, 0.0, 0.0, 0.05, 0.33608550012269256, 0.5, 0.05, 0.5, 0.18595490870862158, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;98.08406239992473;72.40317429997958;
82;[27.52322632533716, 1108.9078135508903, 118.86690220271342];[-27.52322632533716, -1108.9078135508903, -118.86690220271342];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 14.051684880425924, 0.5, 0.5, 14484.78304651302, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.053192453951017585, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.015443387852131202, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.3393992150546987, -1.4733720533483412, -3.6928396603362543, 0.692116329954223, -0.4, -0.948315119574076, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.03332552865542382];1.0648410736643457;36.20300980005413;72.40317429997958;
83;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 10.994054876455564, 0.43393398084970336, 0.5, 19830.51162654002, 4903.202763513221, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.035081361951321714, 0.3641587822540591, 0.0, 0.033569150780858335, 0.49250054850997027, 0.0, 0.05, 0.5, 0.5, 0.0970034684477072, 0.0, 0.0, 0.04979543904621919, 0.021530999108146598, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;58.60363110003527;72.40317429997958;
84;[27.43324809730102, 1111.4286579878303, 118.85484542968936];[-27.43324809730102, -1111.4286579878303, -118.85484542968936];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 14.26785219069085, 0.5, 0.5, 8053.615115309312, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.053192453951017585, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.01585447035877947, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.33876908245758663, -1.473534375337235, -3.4464353473382, 0.6954544840362131, -0.4, -0.7321478093091507, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.03339498140151309];1.0676185478953129;9.68385509995278;72.40317429997958;
85;[nan, nan, nan];;False;False;[1.0, 6.1120583007304745, 1.4960973400469015, 1.0, 2.0, 7.657273235429582, 0.7559042941076258, 0.3036374755027922, 1361.666208145552, 2228.013599532758, 16597.694937063876, 0.0, 3.0, 1.0, 0.01845205494844687, 0.026741378740922896, 0.6192395269953754, 0.1325618596247593, 0.08936185203917085, 0.6172097441272044, 0.15886604590432207, 0.04265166022936952, 0.3333333333333333, 0.3333333333333333, 0.08101093505556795, 0.3333333333333333, 0.3333333333333333, 0.08331575803233393, 0.3333333333333333, 0.3333333333333333, 0.007682092661678297, 0.3333333333333333, 0.3333333333333333, 0.0, 1.0, 2.0, 0.040473842132529046, 0.022283109894273474, 131.0, 2.0, 2.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;190.17079100001138;72.40317429997958;
86;[26.5590834135013, 1167.0929268264745, 118.28230785845261];[-26.5590834135013, -1167.0929268264745, -118.28230785845261];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 14.26785219069085, 0.5, 0.5, 8053.615115309312, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.053192453951017585, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0877161270034979, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.44529706471693853, -1.4460927955287766, -3.4464353473381415, 0.6575571890178036, -0.4, -0.7321478093091507, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.021904975771443347];1.1247592295061855;8.182008699979633;67.7870760000078;
87;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 2.0, 7.078655301263932, 0.4414417052859376, 0.5858410268440926, 14237.383967534777, 13649.178610697245, 19424.852067783428, 0.0, 3.0, 0.0, 0.025, 0.03513986721861031, 0.16485539110919467, 0.014130403197689323, 0.0334111349918473, 0.3333333333333333, 0.0, 0.03573879752063704, 0.3333333333333333, 0.342610182689576, 0.09662167897058785, 0.49782636900323746, 0.011553493994702846, 0.05685174953547605, 0.021484633497073222, 0.16299444131543395, 0.06542067736216871, 0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;94.30206079990603;67.7870760000078;
88;[27.782404691137124, 1090.993919657217, 119.06954702308619];[-27.782404691137124, -1090.993919657217, -119.06954702308619];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 14.26785219069085, 0.5, 0.5, 8053.615115309312, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.024718159788195665, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.01623162123784926, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.29891370020278973, -1.483801111172699, -3.4464353473382463, 0.7096222159506853, -0.4, -0.7321478093091507, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.03782487162347126];1.0463607877769463;18.776952999993227;67.7870760000078;
89;[27.27004824526727, 1121.2938622470097, 118.75214195111224];[-27.27004824526727, -1121.2938622470097, -118.75214195111224];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 14.269313955976932, 0.5, 0.5, 10043.632493845296, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.053192453951017585, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.02933239070774705, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.3578257842791963, -1.4686253740323003, -3.4447617442350893, 0.6886962832686752, -0.4, -0.7306860440230682, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.031302533140689426];1.0778246006885608;16.749601599993184;67.7870760000078;
90;[27.897733848840417, 1140.1059962265356, 118.31064136540897];[-27.897733848840417, -1140.1059962265356, -118.31064136540897];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 11.004406130055179, 0.5, 0.5, 14092.46797682092, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.09622076964988502, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.05444336461975588, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.4895406342936104, -1.4346956638099648, -6.93528558228482, 0.5908635116703262, -0.4, -3.9955938699448215, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.01727710703554386];1.0976812529994806;27.83739020000212;67.7870760000078;
91;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 13.822073707802039, 0.4878711761790463, 0.5, 6702.428821178126, 13378.096082499742, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.08871243521233324, 0.0, 0.0, 0.049122129591953084, 0.49316284058907756, 0.0, 0.05, 0.5, 0.5, 0.06585492911234847, 0.5006229038540801, 0.0, 0.06365975521469905, 0.5521876421015747, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;51.12505240004975;22.104173599975184;
92;[11.211800544865591, 2827.5097607161306, 108.30954922364283];[-11.211800544865591, -2827.5097607161306, -108.30954922364283];True;True;[1.0, 7.25, 1.4482994030870062, 0.0, 0.0, 14.870122722179074, 0.5, 0.5, 8053.615115309312, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.053192453951017585, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.01585447035877947, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[-0.30615794037754807, -0.11090168321847482, -2.6415278652563607, -1.1102230246251565e-16, -0.4, -4.732701200812581, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, -0.21147621429817787];0.0;5.541479900013655;22.104173599975184;
93;[27.434874094921238, 1111.3312697430038, 118.85586308537688];[-27.434874094921238, -1111.3312697430038, -118.85586308537688];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 14.26785219069085, 0.5, 0.5, 8059.481866631471, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.053192453951017585, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.015719466719728774, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.3385801166676803, -1.4735830528743035, -3.4464353473381664, 0.6955216942391549, -0.4, -0.7321478093091507, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.03341581259611448];1.0675176235029498;9.878696199972183;22.104173599975184;
94;[nan, nan, nan];;False;False;[0.0, 7.25, 1.4500000000000002, 0.0, 2.0, 18.739340049279647, 0.6185572717687499, 0.1191872956502313, 3938.4930332723156, 6928.889353421333, 12031.372169269069, 0.0, 3.0, 1.0, 0.043259102548940526, 0.007649338877040091, 0.3333333333333333, 0.3333333333333333, 0.04967621971156763, 0.10797620546912223, 0.4994952107337729, 0.0026175403155416, 0.30062020549247703, 0.6327643269251534, 0.020104377726168868, 0.3333333333333333, 0.3333333333333333, 0.06276055467758884, 0.05816657311359552, 0.3148327475708217, 0.06947094026646698, 0.2229308193279811, 0.6025375122473069, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 0.0];[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];;86.45917569997255;22.104173599975184;
95;[22.091584069311967, 1555.405976549267, 116.64694564435148];[-22.091584069311967, -1555.405976549267, -116.64694564435148];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 25.90791225451743, 0.7166940414732362, 0.5, 9857.145662098785, 3292.0020358328247, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.06024652219031573, 0.6533788745716803, 0.0, 0.07132236328737161, 0.687022466520899, 0.0, 0.05, 0.5, 0.5, 0.036881317292647396, 0.17339853022554774, 0.0, 0.0967931098997693, 0.3132108485354478, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 1.0, 1.0];[1.1657172690706785, -1.3622894904365055, 15.98756955033991, 0.6893906285977434, -0.1833059585267638, -11.79979966581131, -6.904284248165498, -14.0, -0.3466211254283197, -0.31297753347910096, 0.0, -0.8266014697744523, -0.6867891514645522, 0.0, 0.0010967763458022972];17.84377422435413;25.249825000064448;22.104173599975184;
96;[27.27084613219722, 1121.2450023324295, 118.75264971864371];[-27.27084613219722, -1121.2450023324295, -118.75264971864371];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 0.0, 14.269313955976932, 0.5, 0.5, 8296.016657971124, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.053127847540209265, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.02933239070774705, 0.0, 0.0, 0.05, 0.5, 0.5, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.357731449726697, -1.4686496745878541, -3.4447617442350182, 0.6887298449969788, -0.4, -0.7306860440230682, -14.0, -14.0, -1.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.031312850752360566];1.0777741454760363;17.657624099985696;63.12067920004483;
97;[25.913791736568673, 1301.7163376475414, 118.0304973421006];[-25.913791736568673, -1301.7163376475414, -118.0304973421006];True;False;[0.0, 7.25, 1.4500000000000002, 0.0, 1.0, 14.282845994516435, 0.5, 0.5, 8053.615115309312, 10500.365441683554, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.053192453951017585, 0.0, 0.0, 0.04966789729805972, 0.5, 0.0, 0.05, 0.5, 0.5, 0.016107314909271683, 0.0, 0.0, 0.05, 0.5, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 0.0];[0.9787839247318857, -1.4070854719765988, -2.58124934856216, 0.6571250798463057, -0.4, -11.220734728215492, -11.220734728215492, -14.0, -1.0, -0.5, 0.0, -1.0, -0.5, 0.0, 0.018193945631286845];1.6541029502094782;28.365474099991843;63.12067920004483;
98;[9.252242520705595, 3460.024736698566, 107.28653779285148];[-9.252242520705595, -3460.024736698566, -107.28653779285148];True;False;[1.0, 7.248646627504648, 1.4500000000000002, 0.0, 1.0, 25.746539229383576, 0.5, 0.5, 9949.608474870327, 10500.0, 10500.0, 0.0, 3.0, 0.0, 0.025, 0.059415363828713444, 0.0, 0.0, 0.05, 0.6905173264495311, 0.0, 0.05, 0.5, 0.5, 0.015569466592027207, 0.17179303542808105, 0.0, 0.05, 0.5, 0.0, 0.05, 0.5, 0.5, 0.0, 0.0, 0.0, 0.030000000000000002, 0.255, 0.0, 0.0, 1.0];[0.20208685404702376, -0.03155751521419159, 15.868768205774337, -0.044984318059148154, -0.4, -10.786185344453436, -10.786185344453436, -14.0, -1.0, -0.3094826735504689, 0.0, -0.828206964571919, -0.5, 0.0, -0.21781622736088152];16.070855059821362;17.932011500000954;63.12067920004483;
